id	front	back	tags
durrett_ch2_joint_law_product_measure	Independent variables have product joint law (2.1.2 Independence, Distribution, and Expectation)	If X_1,...,X_n are independent with laws mu_i, then the joint law of the vector is the product measure mu_1 x ... x mu_n. Exam use: Turns independence questions into product-measure integration questions. Pitfall: Matching marginal laws alone never proves independence; the joint law must factor.	joint-law,product-measure,independence
durrett_ch2_expectation_factorization	Expectation factorization under independence (2.1.2 Independence, Distribution, and Expectation)	If X and Y are independent, then E[h(X,Y)] is the product-measure integral; in particular E[f(X)g(Y)] = E[f(X)]E[g(Y)] under nonnegative or integrable hypotheses. Exam use: Core tool for variance of sums, covariance checks, moment computations, and LLN proofs. Pitfall: The factorization needs independence and integrability/nonnegativity; linearity of expectation alone is not enough for products.	expectation,factorization,fubini
durrett_ch2_convolution_cdf	Convolution of distribution functions (2.1.3 Sums of Independent Random Variables)	For independent X and Y with CDFs F and G, P(X+Y <= z) = integral F(z-y) dG(y). Exam use: Use for distribution of sums when densities are absent or mixed. Pitfall: The notation dG means integration with respect to the probability measure induced by G, not ordinary differentiation unless a density exists.	convolution,cdf,sum
durrett_ch2_convolution_density	Convolution density formula (2.1.3 Sums of Independent Random Variables)	If X has density f and Y is independent with law G, then X+Y has density h(x)= integral f(x-y)dG(y); if Y has density g, h=f*g. Exam use: Standard way to compute sums of exponentials, normals, and mixed variables. Pitfall: Keep the order x-y straight and check that the variables are independent.	convolution,density,sum
durrett_ch2_standard_convolution_examples	Standard convolution examples (2.1.3 Sums of Independent Random Variables)	Independent exponentials with the same rate give gamma/Erlang sums; independent normals add means and variances. Exam use: These are quick recognition patterns for prelim computations and later CLT comparisons. Pitfall: Normal parameters vary by text; in Durrett normal(mu,a) uses variance parameter a.	normal,exponential,convolution
durrett_ch2_construct_independent_variables	Constructing independent random variables (2.1.4 Constructing Independent Random Variables)	Finite independent variables with prescribed laws live on a product space with coordinate maps; infinite sequences use infinite product measures and cylinder sets. Exam use: Important when a proof begins with 'let X_1,X_2,... be independent with laws ...'; this construction justifies existence. Pitfall: Infinite product constructions are subtler than finite products; do not treat all subsets of R^N as measurable.	construction,product-space,iid
durrett_ch2_weak_law_l2	L2 weak law of large numbers (2.2.1 L2 Weak Laws)	For uncorrelated variables with bounded average variance, (S_n - E S_n)/n converges to 0 in L2 and hence in probability. Exam use: Fastest LLN proof when second moments are available. Pitfall: Independence is sufficient but not necessary; uncorrelatedness plus variance control is enough.	weak-law,l2,chebyshev
durrett_ch2_iid_finite_variance_wlln	IID finite variance weak law (2.2.1 L2 Weak Laws)	If X_i are iid with finite variance and mean mu, then S_n/n converges to mu in probability. Exam use: The canonical first LLN proof; use it whenever the problem gives second moments. Pitfall: This proof does not cover infinite-variance variables, even when the mean exists.	iid,finite-variance,weak-law
durrett_ch2_triangular_array_wlln	Triangular array weak law (2.2.2 Triangular Arrays)	For row-wise independent triangular arrays, convergence of sums follows when row variances are small and large jumps are controlled. Exam use: This is the flexible form behind many LLN proofs with changing distributions. Pitfall: Rows are independent within each n; do not assume one infinite sequence unless the problem states it.	triangular-array,weak-law,truncation
durrett_ch2_truncation_method	Truncation method for weak laws (2.2.3 Truncation)	Replace X_i by X_i 1{|X_i| <= cutoff}, prove a law for the bounded part, and show discarded large jumps are negligible. Exam use: Main route from finite variance LLN to finite mean LLN. Pitfall: Choose the cutoff at the scale of the sum, often n or epsilon n; a fixed cutoff usually proves the wrong statement.	truncation,weak-law,large-jumps
durrett_ch2_iid_finite_mean_wlln	IID finite mean weak law (2.2.3 Truncation)	If X_i are iid with E|X_1| < infinity and mean mu, then S_n/n converges to mu in probability. Exam use: This is the weak law most often needed when only integrability is assumed. Pitfall: Finite mean is enough for WLLN but the proof requires controlling both tails and centering errors.	iid,finite-mean,weak-law
durrett_ch2_max_negligible_condition	Maximum term negligibility (2.2.3 Truncation)	For iid integrable variables, max_{i<=n}|X_i|/n goes to 0 in probability. Exam use: Often proves that no single observation can dominate the average. Pitfall: The statement can fail for heavy tails without finite first moment.	max-term,tail-bound,integrability
durrett_ch2_poissonization_and_wlln_examples	Weak law example patterns (2.2 Weak Laws of Large Numbers)	Chapter 2 uses weak laws to control averages, random counts, and approximations where variance estimates or truncation make the error vanish. Exam use: Use this as a mental index for prelim questions asking for convergence in probability. Pitfall: First identify the normalization; the wrong scale can make a true statement look false.	examples,weak-law,convergence-in-probability
durrett_ch2_weighted_variance_cesaro_wlln	Weighted Cesaro variance weak law (2.2.1 L2 Weak Laws)	If uncorrelated variables satisfy var(X_i)/i -> 0, then n^{-2} sum_{i<=n} var(X_i) -> 0, so the centered average converges to 0 in L2. Exam use: Exercise 2.2.1 pattern: use when variances grow sublinearly rather than being uniformly bounded. Pitfall: Do not require identical distributions; the deterministic centering is E S_n/n, not necessarily a fixed mean.	weighted-cesaro,variance,weak-law
durrett_ch2_dependent_covariance_wlln	Dependent covariance weak law (2.2.1 L2 Weak Laws)	A zero-mean sequence can satisfy a weak law even when dependent, provided lag covariances are bounded above by r(k) with r(k)->0. Exam use: Exercise 2.2.2 pattern: independence is not the real requirement; small average covariance is. Pitfall: The hypothesis is an upper bound without absolute values, so use it to control E(S_n^2) from above rather than proving absolute summability.	dependent,covariance,weak-law
durrett_ch2_monte_carlo_integration_wlln	Monte Carlo integration via WLLN (2.2.1 L2 Weak Laws)	For iid uniform U_i and integrable f on [0,1], the sample average n^{-1} sum f(U_i) converges in probability to integral_0^1 f. Exam use: Exercise 2.2.3 pattern: translate numerical integration into an average of iid random variables. Pitfall: The finite-variance Chebyshev bound at threshold a/sqrt(n) is order Var(f(U))/a^2, not a vanishing bound unless the threshold is fixed.	monte-carlo,integration,chebyshev
durrett_ch2_oscillating_heavy_tail_centering	Oscillating heavy tails can have finite effective centering (2.2.3 Truncation)	A distribution may have infinite absolute mean but a convergent truncated mean, allowing S_n/n to converge in probability to a finite constant. Exam use: Exercise 2.2.4 pattern: cancellation in signs can produce a finite weak-law center even when E|X| is infinite. Pitfall: Do not call the limiting center EX unless the positive and negative parts are both finite.	heavy-tail,truncated-mean,alternating-series
durrett_ch2_diverging_truncated_mean_wlln	Diverging truncated-mean weak law (2.2.3 Truncation)	If xP(|X|>x)->0 but EX is infinite, the averages can still satisfy S_n/n - mu_n -> 0 with mu_n=E[X 1{|X|<=n}] diverging. Exam use: Exercise 2.2.5 pattern: separate weak-law concentration from existence of a finite mean. Pitfall: A moving centering sequence is not the same as convergence of S_n/n to a finite constant.	truncated-mean,infinite-mean,weak-law
